id,tweetid,created_at,user_id,text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,care,harm,fairness,cheating,loyalty,betrayal,authority,subversion,purity,degradation
219,1.33e+18,2020-11-20 05:36:11+00:00,1442533153.0,"I unfollowed too many ppl, timeline be dry now 😅",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
220,1.29e+18,2020-08-09 06:16:20+00:00,3272137880.0,@Lakers Stop shooting so many threes 🙏🏾🙏🏾🙏🏾,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
221,1.29e+18,2020-08-01 02:02:55+00:00,1.01817e+18,"I just updated my tours on my TrystNA profile! Catch me in #LasVegas, #SanJose, and #SanFrancisco soon. To pre-book, visit https://t.co/hL8eQ7DGHm

#onlyfansgirl 👇🏻
https://t.co/T07TQ0u3TK

RT4RT 💋",0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
222,1.24e+18,2020-03-05 17:37:19+00:00,1.18704e+18,@poofedvin @PaulTweetz2Much @Saints and i @‘d a contender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
223,1.32e+18,2020-10-22 00:36:09+00:00,7.63119e+17,"A man who finds a good woman, finds a wife.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
224,1.34e+18,2020-12-25 04:47:11+00:00,14457170.0,@YouSoFancy @MelissaOnline @DebraKasowski @lorisica @southbaysome @SatOnMeeting @CardozaGab @KimScaravelli @winniesun @KristinBent @DebComanWriting @PhotoPad__ @40CupsofCoffeee @MaikoSakaiBiz @ebonyajohnson @NathalieGregg @PRisUs @VirtuosoAssist Merry Christmas my #launchandfounders friends! So grateful for your friendship during 2020...and beyond! https://t.co/8aYRg1e2aK,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
225,1.24e+18,2020-03-05 04:23:42+00:00,1.03336e+18,Bless bless blessity bless bless *fart* bless me!,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
226,1.34e+18,2020-12-29 04:34:19+00:00,1.04617e+18,I got no regrets. I make choices and I live with the consequences.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
227,1.33e+18,2020-11-22 23:08:56+00:00,41043058.0,"A great lunch with Daunie! (@ Mamas Food And Cocktails in Los Alamitos, CA) https://t.co/pCLXINjqxz https://t.co/cLQsiZt7G7",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
228,1.26e+18,2020-05-16 16:55:14+00:00,1948044967.0,"Everyone has value. If you don’t understand, ask. Taking the time to understand and empathize is so important. If this doesn’t make sense, fall back to another rule, be kind.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0
229,1.33e+18,2020-11-30 01:56:54+00:00,414594063.0,"Happy Birthday to one of the good guys!  I hope you have an amazing day, @DangeRussWilson!  #GoHawks #Seahawks https://t.co/cOqnMcoFN5",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
230,1.25e+18,2020-04-24 07:16:18+00:00,308750863.0,@BobbyBudds a really good answer,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
231,1.31e+18,2020-09-16 00:38:04+00:00,1.29179e+18,"My favorite movie for every letter of the alphabet!

This was fun to make 😊 https://t.co/IT7c98kwK6",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
232,1.3e+18,2020-09-06 20:15:54+00:00,30415752.0,My friends are so talented.,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
233,1.24e+18,2020-03-09 04:10:32+00:00,1117970959.0,"grateful to be a woman + all the women in our lives + in this world 🌸🙏🏼💗  may we continue to glow and love unconditionally✨we love each and every one of you xo #internationalwomensday @ Manhattan Beach, California https://t.co/6d0Io4OM2D",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
234,1.34e+18,2020-12-14 18:39:37+00:00,1.24616e+18,No me rewatching all the lectures to study smfh I should of just payed attention the first time 🤦‍♂️😂,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
235,1.34e+18,2020-12-06 04:47:51+00:00,2376419503.0,a relationship where y’all both trust each other 100% &amp; know for a fact one would never think bout hurting the other &gt;&gt;&gt;,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
236,1.24e+18,2020-03-25 03:57:24+00:00,2181420434.0,the reason why you mfs don’t have work or school is to STAY HEALTHY &amp; SLOW THE SPREAD OF THIS VIRUS. this free time is not an excuse to go out. stay tf inside!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
237,1.23e+18,2020-02-26 23:55:32+00:00,1.0743e+18,"@KalyanySteele @uclagymnastics akareasteele darrinkhan 👩🤸‍♀️💙💛🐻👩🏼🌻🧒💙❤️
im create this photoart and did it myself and Steele siblings are really bestfriends forever and have love each other and support each other, so… https://t.co/6xTh2U3Pq4",0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
238,1.23e+18,2020-02-15 21:06:43+00:00,8.36241e+17,"@FortniteLlama21 It's the challenge of making it out of the town as the winner. Yeah, the loot is bad, but when you come out on top from SS it's a mini win. At least to me.",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
239,1.23e+18,2020-02-13 05:54:02+00:00,580409097.0,I just meal prepped for my brother and I and wow. I made so much food I love it 🙌🏼🙌🏼,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
240,1.27e+18,2020-05-26 19:15:17+00:00,41424455.0,@thecurvofficial @KeisyNayobi Very nice 👍,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
241,1.29e+18,2020-08-07 16:47:11+00:00,1.00659e+18,@KHS172 @FredyGarduno1 @ChuyGotze I knew nano was married 😩💔,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
242,1.29e+18,2020-07-31 10:31:15+00:00,549963885.0,@ShaqwanTyson @sleepingxgiants @_SJPeace_ Nah man you just have to know right from wrong lol,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
243,1.23e+18,2020-02-20 17:50:03+00:00,26690403.0,"Someone just VENMO’d me money for 
‘Building a positive comedy community’
#CrazyFunnyAsianz
#Thankful #WOW #TellYourStoryTellOurStory https://t.co/LgrdsAYRsG",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
244,1.22e+18,2020-02-03 09:45:54+00:00,39426309.0,"Let’s be honest, a lot more of you than just @realDonaldTrump thought the Chiefs were from the state of Kansas #SuperBowl",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
245,1.32e+18,2020-11-06 12:57:25+00:00,79084197.0,So Kanye won Nevada and they’re embarrassed to tell us and that’s why they are holding back all the numbers.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
246,1.22e+18,2020-01-22 02:34:45+00:00,242087825.0,Some of those facial expressions though...,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
247,1.26e+18,2020-05-22 00:56:50+00:00,40393915.0,Writing is kicking my ass today.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
248,1.27e+18,2020-06-07 16:07:40+00:00,1209181404.0,"It is time that Patriots recognize who the bad Politicians are and how they want you not defending yourself against the terrorists that want to kill you.  One them out or better yet, recall them. 👇",1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0
249,1.34e+18,2020-12-13 23:37:21+00:00,3150328152.0,my babies 🥺 @KianLawley @jccaylen @connorfranta @RickyPDillon @sampottorff @trevimoran 💖💖 https://t.co/7AcQIVPcGW,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
250,1.28e+18,2020-06-29 18:20:14+00:00,1499677874.0,Always over the dumbest shit I swear man,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
251,1.25e+18,2020-04-13 01:26:53+00:00,30132643.0,Lmaooo. Let her would of pulled that shit with New York it somebody else. She would of had her ass handed to her. Lol,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
252,1.22e+18,2020-01-20 02:51:20+00:00,2929078309.0,"@roamingpiscean @RedMajid @Cynthia55678360 @rpskataria @Muhamma53074277 @1228erin @BabyGo2014 @JanetNestor @BarbaraLoraineN @malvenkaseke1 @mukulnandi1972 @LUTLjerry @ReikiArthur @PrachiMalik @PoloOrtiz9 @Dianne__LadyD @b_and_s_designs @Inspireu2Action @janisexton @Gaurav0801 @Hello2U8 @Lisandre_Moreau @Voieinterieure @gede_prama @pkamla1 @cherylcorless41 @GiGiBclub @loveGoldenHeart @alexdomelle @madblack65 @cassiepullman @Fsxdoll @tmotola @mindfulheal @MohdMuzzammilK @KariJoys @melanie_korach @Laurettamylove @mscator @joybellabella @gary_hensel @eralbertson @HOLLYJBIRD @coachmekat @Joan_Kappes @sentii2013 @suziday123 @MyPowertalk @1227erin Beautifully said💜
#ShineOn☀️🌞",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
253,1.23e+18,2020-02-07 06:10:25+00:00,2584843639.0,I wanna meet him. I know we’d have some crackhead laughs,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
254,1.31e+18,2020-09-21 02:18:09+00:00,37082033.0,LAKERS! LAKERS! LAKERS! That dagger was nice! @AntDavis23 @Lakers,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
255,1.22e+18,2020-02-03 20:47:31+00:00,1.06796e+18,your my heart in human form,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
256,1.33e+18,2020-12-01 19:14:25+00:00,1.31365e+18,@pamelam35 Betspert is my jam!  💃🕺,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
257,1.23e+18,2020-02-07 00:23:45+00:00,2747546383.0,I think everyone knew Bron wasn’t choosing Ingram 💀💀💀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
258,1.31e+18,2020-09-19 02:35:43+00:00,250320073.0,Closed for fire in #Butte on CA-162 Both EB/WB at Forbestown Rd and Foreman Crk Rd #traffic https://t.co/c3uk72lAkZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
259,1.28e+18,2020-07-15 00:08:09+00:00,2372896928.0,the constant battle between not wanting to deal with ~fEëłÎNgś~ vs wanting to feel anything at all,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
260,1.34e+18,2020-12-31 06:42:59+00:00,447309963.0,I’m so sad... 2020 really is the worst year of my life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
261,1.25e+18,2020-04-25 17:45:38+00:00,2342377856.0,not We’re Here making me cry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
262,1.22e+18,2020-01-29 00:00:42+00:00,1008035479.0,I WANNA BALL TILL I FALL,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
263,1.32e+18,2020-10-11 21:06:24+00:00,224525775.0,This Allen kid will likely never get another NFL start. Practice squad for a reason he is more of a liability than Ryan Gossling in Remember the Titans,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
264,1.3e+18,2020-08-21 05:07:38+00:00,51677612.0,Very sad. Sad day indeed 💔,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
265,1.22e+18,2020-01-12 09:47:13+00:00,469830166.0,@KeshaunMata1 Why you so sad bro?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
266,1.27e+18,2020-06-03 14:07:14+00:00,1.00044e+18,am i still gonna see u next month or no @lildurk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
267,1.27e+18,2020-05-26 03:34:04+00:00,7.41123e+17,This country is in really bad shape,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
268,1.26e+18,2020-05-09 04:22:03+00:00,1.19009e+18,i don’t have time to relive my mistakes.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
269,1.32e+18,2020-11-04 05:18:36+00:00,14977857.0,@shopeatsleep @estarLA The sad part is that all three states still is red as of tonight. So sad nothing really changed since aughty. 🥺,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
270,1.28e+18,2020-06-24 07:41:46+00:00,2232502776.0,Friday is taking too long to get here. 😫,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
271,1.28e+18,2020-06-29 18:36:29+00:00,521928505.0,@KirkWrites79 Lmao same thing happened to me and I cried 😂😂,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
272,1.25e+18,2020-04-18 01:27:37+00:00,4785307370.0,im lowkey about to cry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
273,1.22e+18,2020-02-02 04:34:06+00:00,8.73259e+17,my only personality trait is always having a headache,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
274,1.32e+18,2020-10-29 23:15:47+00:00,239150768.0,Am I doing this right?? 🤡 https://t.co/3khIK7ckVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
275,1.3e+18,2020-09-04 14:50:57+00:00,334771741.0,"I Really Don’t Think People Understand That Some People Literally Never Had Shit , Was Picked On &amp; Looked Down At , Now Y’all Mad They Up ? That’s So Lame 😒",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
276,1.26e+18,2020-04-29 16:14:17+00:00,20688337.0,@ellieracemoore @CaseyMalone I ain’t mad at this. https://t.co/15U8LkE7Or,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
277,1.25e+18,2020-04-21 21:32:06+00:00,342527564.0,"I unplugged my tv, powered off the router, modem, I reset my tv back to factory settings &amp; I can’t get it to connect 😭😭😭",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
278,1.27e+18,2020-05-29 18:40:01+00:00,2849466930.0,"@emilyyyhuang Change your viewing angle, the world is what you make of it.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
279,1.24e+18,2020-03-23 13:30:00+00:00,1.20098e+18,It's good to have a sound mind lover our nation in charge. Thank you Mr. President.,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
280,1.33e+18,2020-11-10 04:17:04+00:00,1.06642e+18,In a few years I’ll receive a big blessing with modeling 🙌🏻,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
281,1.26e+18,2020-05-12 16:07:28+00:00,50729972.0,"My pops was online shopping and decided to randomly buy me the flyest pair of loafers. 

So far, that has been the main reason why I want to go out recreationally.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
282,1.27e+18,2020-06-03 22:33:40+00:00,236586634.0,"A peaceful protest happening a block away from our home in Sherman Oaks. A small, but beautiful blend of humanity coming together, demanding justice. I saw families and people of all ages letting their voices be… https://t.co/10kiUk6ZjZ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0
283,1.23e+18,2020-02-20 07:01:39+00:00,134154688.0,"got some heat comin’ out soon. 

🤝🔊",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
284,1.24e+18,2020-03-27 00:11:00+00:00,1.04646e+18,Well finished the hobbit and on to Lord of the Rings :P,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
285,1.27e+18,2020-05-28 18:43:30+00:00,517254166.0,The one time The Wizarding World of Harry Potter is allowing non-Potter themed markings 😱,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
286,1.23e+18,2020-02-29 18:22:15+00:00,95590206.0,"A membership with CURE’s Concierge Service is your ticket to a better life. If you’re looking for unprecedented 24/7 access to the best medical care available, this is the best deal in town.

Concierge members are… https://t.co/KesRHVmyP1",0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
287,1.23e+18,2020-02-26 04:22:58+00:00,449269944.0,Stepping stone by Duffy 🎶🎵,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
288,1.28e+18,2020-07-09 05:26:06+00:00,31128478.0,@JoshuaMcJohnson I was trolling. That’s a Mariah Carey song,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
289,1.29e+18,2020-08-01 23:08:24+00:00,4191239027.0,"2307Z
N998SD COUNTY OF RIVERSIDE CALIFORNIA
N33.7985 W117.3814
Altitude: 2475ft https://t.co/cyGUh6f6Xk",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
290,1.22e+18,2020-01-14 05:06:48+00:00,1.14962e+18,Brooo they show more of Taskmaster!!!!!! He looks amazing @Godisazilla,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
291,1.21e+18,2020-01-04 02:36:56+00:00,9.78482e+17,@rawrickyx @Doctor_smile_ @David__s07 His attitude on 6ft pa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
292,1.28e+18,2020-07-15 01:59:34+00:00,23282632.0,@getemjcnw @YoungCorey They hit me with fresh cut and a Modelo for $40 in East LA lmao,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
293,1.31e+18,2020-10-01 01:13:04+00:00,1.07585e+18,"all i want rn is to focus on ME ! no more looking for someone  , todo a su tiempo ☺️",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
294,1.29e+18,2020-08-09 08:36:33+00:00,846945457.0,"Of course it is.

No one can leave anything alone.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
295,1.3e+18,2020-08-16 18:27:03+00:00,1.1637e+18,"Sooooo I had a dream last night and now I’m REALLY questioning my sexuality 😂
Like... I may not be straight",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
296,1.24e+18,2020-03-22 03:02:31+00:00,2720013139.0,the last 3 days has made it for me to want to go home and stay there and not come back for a long long time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
297,1.31e+18,2020-10-08 05:12:55+00:00,3029387639.0,@QueenSIaya It’s dropping this week ur chill,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
298,1.28e+18,2020-07-04 04:56:55+00:00,1.25769e+18,I like can’t even take control of any parts of my life other than my sobriety. Man.... I am just praying for my higher power real or not just to listen to me and to direct me in a way that somehow makes sense. That’s all I ask.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
299,1.34e+18,2020-12-27 00:35:14+00:00,1.31969e+18,just got my nails illegally done. my manicurist drives an alfa romeo.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
300,1.28e+18,2020-07-15 20:15:24+00:00,7.79706e+17,@ozarkmomma2 @hellfireLarry84 @Target BIG MISTAKE! @Target BIG MISTAKE ! You just lost countless shoppers,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
301,1.26e+18,2020-05-07 14:34:41+00:00,2930849582.0,I use to lie UP about my age. I’d tell folks I was 36 when I was 32 so when they told me I looked 31/32 I’d act all shy &amp; surprised 😋,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0
302,1.23e+18,2020-02-23 01:33:37+00:00,30534320.0,I was going to die sooner bcuz I was a leftie.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
303,1.33e+18,2020-11-10 08:45:56+00:00,1408889839.0,need my back rubbed smh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
304,1.25e+18,2020-04-15 05:02:22+00:00,60397903.0,I’ve been in MY FEELS ALL DAY! Its been a tough day y’all so just had to TWEET IT OUT LOUD! 💜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
305,1.27e+18,2020-05-28 02:03:28+00:00,2185420603.0,"@LeafysBby The video is on my IG story. My bad, sorry for the confusion. My Instagram is@mariiiicruzzz 🤪",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
306,1.28e+18,2020-07-14 02:31:02+00:00,27082147.0,. @bretteldredge ‘s “Crowd My Mind” is giving me Billy Joel vibes or like some song during the sad part of a 90s romantic comedy. Like it could perfectly fit into “One Fine Day.” #countrycrush,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
307,1.33e+18,2020-11-14 05:25:50+00:00,79881538.0,@sunkisseddddd Girl I didn’t even get dressed  😫,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
308,1.29e+18,2020-08-09 03:37:22+00:00,2823821954.0,@enisdae My fault I forgot,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
309,1.28e+18,2020-06-23 18:48:18+00:00,101524778.0,@SicilianInHeels Tpeople making a mockery of the whole shit trying to be funny and it’s sad,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
310,1.27e+18,2020-05-31 03:46:25+00:00,248135355.0,People were coding all night at hospital... it’s like I can’t sleep because of the heartbreak life,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
311,1.25e+18,2020-04-28 01:50:14+00:00,1.06616e+18,man I miss my city. 🤍 always coming back home to you. 🦋,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0
312,1.32e+18,2020-10-21 22:45:18+00:00,885197238.0,"@icedmatcha16 Get rid of those friends.

They're total parasites.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
313,1.25e+18,2020-04-02 10:07:16+00:00,7.12485e+17,My parents get annoyed w me at Mexico cuz all I b doin is getting dogs to follow us home 🤣I be buying them tortas n shit 😌,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
314,1.29e+18,2020-08-10 09:15:26+00:00,1.225e+18,One of the hardest pills I had to swallow 💯,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
315,1.33e+18,2020-11-21 22:13:45+00:00,7.06973e+17,Congrats to the LEC for winning content team of the the year! It was an honor to be nominated 🙏🏼,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
316,1.27e+18,2020-06-09 04:44:41+00:00,15676028.0,I really feel for @TigerWoods - I can’t imagine that amount of self hatred he must have to issue that weak statement. I think throughout the  pantheon of black athletes he is the only one that has yet to realize his blackness.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
